Date,Trade_return,Quote_return,,average ,standard deviation
2017/11/22 21:46,0.0000689,0.0000919,,,
2017/11/22 21:47,-0.0000115,0,,,
2017/11/22 21:48,-0.0000115,0,,,
2017/11/22 21:49,0,-0.000023,,,
2017/11/22 21:50,0,-0.0000689,,,
2017/11/22 21:51,-0.000183731,-0.0000689,,,
2017/11/22 21:52,-0.0000689,-0.0000919,,,
2017/11/22 21:53,0.0000804,0.0000919,,,
2017/11/22 21:54,0.0000804,0.0000919,,,
2017/11/22 21:55,0.000183748,0.000137804,,,
2017/11/22 21:56,-0.0000459,-0.000023,,,
2017/11/22 21:57,-0.0000459,-0.000023,,,
2017/11/22 21:58,0.0000804,0.0000689,,,
2017/11/22 21:59,0.0000804,0,,,
2017/11/22 22:00,-0.0000459,0,,,
2017/11/22 22:01,-0.000137782,-0.000137782,,,
2017/11/22 22:02,-0.0000459,-0.0000459,,,
2017/11/22 22:03,-0.0000459,-0.0000459,,,
2017/11/22 22:04,-0.000023,0,,,
2017/11/22 22:05,0.0000689,0.0000459,,,
2017/11/22 22:06,0.0000689,0.0000459,,,
2017/11/22 22:07,0.0000919,0.0000689,,,
2017/11/22 22:08,0.0000344,0.0000689,,,
2017/11/22 22:09,0.0000344,0.0000689,,,
2017/11/22 22:10,0.000252589,0.000252583,,,
2017/11/22 22:11,-0.0000115,-0.000023,,,
2017/11/22 22:12,-0.0000115,-0.000023,,,
2017/11/22 22:13,-0.000114787,-0.000126266,,,
2017/11/22 22:14,0.0000115,0.0000402,,,
2017/11/22 22:15,0.0000115,0.0000402,,,
2017/11/22 22:16,0.000206635,0.000137751,,,
2017/11/22 22:17,-0.0000344,-0.000023,,,
2017/11/22 22:18,-0.0000344,-0.000023,,,
2017/11/22 22:19,0,-0.0000344,,,
2017/11/22 22:20,0.0000115,0.0000517,,,
2017/11/22 22:21,0.0000115,0.0000517,,,
2017/11/22 22:22,-0.000023,-0.0000344,,,
2017/11/22 22:23,0.0000459,0.0000344,,,
2017/11/22 22:24,0.0000459,0.0000344,,,
2017/11/22 22:25,0.000114771,0.0000574,,,
2017/11/22 22:26,-0.000023,-0.000023,,,
2017/11/22 22:27,-0.000023,-0.000023,,,
2017/11/22 22:28,-0.000137716,-0.000126245,,,
2017/11/22 22:29,-0.000149213,-0.000120522,,,
2017/11/22 22:30,-0.000149235,-0.000120537,,,
2017/11/22 22:31,-0.000229626,-0.000229621,,,
2017/11/22 22:32,-0.000023,-0.0000115,,,
2017/11/22 22:33,-0.000023,-0.0000115,,,
2017/11/22 22:34,0.000023,-0.000023,,,
2017/11/22 22:35,-0.0000115,-0.000023,,,
2017/11/22 22:36,-0.0000115,-0.000023,,,
2017/11/22 22:37,-2.09E-16,0.0000459,,,
2017/11/22 22:38,0.0000574,0.0000574,,,
2017/11/22 22:39,0.0000574,0.0000574,,,
2017/11/22 22:40,-0.0000344,-0.0000919,,,
2017/11/22 22:41,-0.0000345,0.0000459,,,
2017/11/22 22:42,0.0000919,0.0000459,,,
2017/11/22 22:43,0.0000344,0.0000689,,,
2017/11/22 22:44,0.0000344,0.0000115,,,
2017/11/22 22:45,0.000023,0.0000115,,,
2017/11/22 22:46,0.0000344,0.000103337,,,
2017/11/22 22:47,0.0000344,0.00000574,,,
2017/11/22 22:48,0.0000459,0.00000574,,,
2017/11/22 22:49,-0.0000115,0.000023,,,
2017/11/22 22:50,-0.0000115,-0.0000172,,,
2017/11/22 22:51,-2.09E-16,-0.0000172,,,
2017/11/22 22:52,-0.00013777,-0.000103326,,,
2017/11/22 22:53,-0.0000115,-0.0000344,,,
2017/11/22 22:54,-0.0000115,-0.0000344,,,
2017/11/22 22:55,0.000023,0,,,
2017/11/22 22:56,0.000103341,0.000114826,,,
2017/11/22 22:57,0.000103331,0.000114813,,,
2017/11/22 22:58,0.00018368,0.00020664,,,
2017/11/22 22:59,0.0000459,0.0000344,,,
2017/11/22 23:00,0.0000459,0.0000344,,,
2017/11/22 23:01,0.0000918,0.000103292,,,
2017/11/22 23:02,0.000023,0.00000574,,,
2017/11/22 23:03,0.000023,0.00000574,,,
2017/11/22 23:04,-0.000183604,-0.000160657,,,
2017/11/22 23:05,0.000023,0.0000287,,,
2017/11/22 23:06,0.000023,0.0000287,,,
2017/11/22 23:07,-0.0000459,-0.0000344,,,
2017/11/22 23:08,-0.0000459,-0.0000344,,,
2017/11/22 23:09,-0.0000459,-0.0000344,,,
2017/11/22 23:10,0.000114784,0.0000574,,,
2017/11/22 23:11,-0.0000115,0,,,
2017/11/22 23:12,-0.0000115,0,,,
2017/11/22 23:13,0.0000689,0.0000574,,,
2017/11/22 23:14,0.0000344,0.0000344,,,
2017/11/22 23:15,0.0000344,0.0000344,,,
2017/11/22 23:16,0.000344274,0.000321322,,,
2017/11/22 23:17,0.000172078,0.000206498,,,
2017/11/22 23:18,0.000172048,0.000206455,,,
2017/11/22 23:19,0.000252294,0.000229347,,,
2017/11/22 23:20,-0.0000573,-0.0000573,,,
2017/11/22 23:21,-0.0000573,-0.0000573,,,
2017/11/22 23:22,-0.000229326,-0.000206389,,,
2017/11/22 23:23,-0.0000344,-0.0000459,,,
2017/11/22 23:24,-0.0000344,-0.0000459,,,
2017/11/22 23:25,-0.0000229,-0.0000459,,,
2017/11/22 23:26,-0.0000229,-0.0000172,,,
2017/11/22 23:27,-0.0000229,-0.0000172,,,
2017/11/22 23:28,0.000137646,0.000126174,,,
2017/11/22 23:29,0.0000803,0.0000688,,,
2017/11/22 23:30,0.0000803,0.0000688,,,
2017/11/22 23:31,-0.000183474,-0.000160543,,,
2017/11/22 23:32,-0.0000573,-0.0000573,,,
2017/11/22 23:33,-0.0000573,-0.0000573,,,
2017/11/22 23:34,-0.0000688,-0.0000459,,,
2017/11/22 23:35,-0.0000115,2.09E-16,,,
2017/11/22 23:36,-0.0000115,0,,,
2017/11/22 23:37,-0.0000918,-0.000137653,,,
2017/11/22 23:38,-0.0000229,0,,,
2017/11/22 23:39,-0.0000229,0,,,
2017/11/22 23:40,-0.0000688,-0.000103254,,,
2017/11/22 23:41,-0.0000229,-0.0000172,,,
2017/11/22 23:42,-0.0000229,-0.0000172,,,
2017/11/22 23:43,0.0000688,0.0000459,,,
2017/11/22 23:44,-0.0000115,-0.0000115,,,
2017/11/22 23:45,-0.0000115,-0.0000115,,,
2017/11/22 23:46,-0.000229479,-0.000206531,,,
2017/11/22 23:47,-0.000023,-0.0000344,,,
2017/11/22 23:48,-0.000023,-0.0000344,,,
2017/11/22 23:49,0.000023,0.0000459,,,
2017/11/22 23:50,-0.0000459,-0.0000574,,,
2017/11/22 23:51,-0.0000459,-0.0000574,,,
2017/11/22 23:52,-0.000114779,-0.000229558,,,
2017/11/22 23:53,-0.000114792,-0.0000172,,,
2017/11/22 23:54,0,-0.0000172,,,
2017/11/22 23:55,-0.0000918,-0.0000574,,,
2017/11/22 23:56,-0.000137779,-0.000137779,,,
2017/11/22 23:57,-0.000137798,-0.000137798,,,
2017/11/22 23:58,-0.000137817,-0.000160786,,,
2017/11/22 23:59,-0.0000115,0.000023,,,
2017/11/23 0:00,-0.0000115,0.000023,,,
2017/11/23 0:01,0.0000919,0.000023,,,
2017/11/23 0:02,-0.0000345,-0.0000115,,,
2017/11/23 0:03,-0.0000345,-0.0000115,,,
2017/11/23 0:04,0,-0.000023,,,
2017/11/23 0:05,-0.000252699,-0.000229727,,,
2017/11/23 0:06,-0.000252763,-0.000229779,,,
2017/11/23 0:07,-0.000344764,-0.000344748,,,
2017/11/23 0:08,0.000046,0.0000115,,,
2017/11/23 0:09,0.000046,0.0000115,,,
2017/11/23 0:10,0.000046,0.000046,,,
2017/11/23 0:11,-0.000137934,-0.000126443,,,
2017/11/23 0:12,-0.000137953,-0.000126459,,,
2017/11/23 0:13,-0.000252949,-0.000252949,,,
2017/11/23 0:14,0.0000345,0.0000345,,,
2017/11/23 0:15,0.0000345,0.0000345,,,
2017/11/23 0:16,0.000367994,0.000321995,,,
2017/11/23 0:17,0.0000575,0.0000805,,,
2017/11/23 0:18,0.0000575,0.0000805,,,
2017/11/23 0:19,0.000069,0.000046,,,
2017/11/23 0:20,-0.000103441,-0.0000919,,,
2017/11/23 0:21,-0.000103452,-0.000092,,,
2017/11/23 0:22,0,-0.000023,,,
2017/11/23 0:23,0.0000575,0.0000805,,,
2017/11/23 0:24,0.0000575,0.0000805,,,
2017/11/23 0:25,-0.000114945,-0.00016092,,,
2017/11/23 0:26,-0.000114958,-0.000114961,,,
2017/11/23 0:27,-0.000114972,-0.000114974,,,
2017/11/23 0:28,0.000137982,0.000137985,,,
2017/11/23 0:29,0.0000575,0.0000575,,,
2017/11/23 0:30,0.0000575,0.0000575,,,
2017/11/23 0:31,-0.000023,-0.0000115,,,
2017/11/23 0:32,-0.000069,-0.0000517,,,
2017/11/23 0:33,-0.000069,-0.0000517,,,
2017/11/23 0:34,0.000069,0.000023,,,
2017/11/23 0:35,0.0000575,0.0000517,,,
2017/11/23 0:36,0.0000575,0.0000517,,,
2017/11/23 0:37,-0.000092,-0.000046,,,
2017/11/23 0:38,0,-0.0000115,,,
2017/11/23 0:39,0,-0.0000115,,,
2017/11/23 0:40,0.000046,0.000023,,,
2017/11/23 0:41,-2.09E-16,0,,,
2017/11/23 0:42,0,0,,,
2017/11/23 0:43,-0.000046,0.0000345,,,
2017/11/23 0:44,0.000103467,0.0000575,,,
2017/11/23 0:45,0.000103457,0.0000575,,,
2017/11/23 0:46,0.0000805,0.000206901,,,
2017/11/23 0:47,0.0000805,0,,,
2017/11/23 0:48,0.000023,0,,,
2017/11/23 0:49,-0.000023,-0.000046,,,
2017/11/23 0:50,0.000046,0.000046,,,
2017/11/23 0:51,0.000046,0.000046,,,
2017/11/23 0:52,0.000023,0.000046,,,
2017/11/23 0:53,-0.0000575,-0.0000575,,,
2017/11/23 0:54,-0.0000575,-0.0000575,,,
2017/11/23 0:55,-0.000114921,-0.000114924,,,
2017/11/23 0:56,-0.0000919,-0.0000575,,,
2017/11/23 0:57,-0.000092,-0.0000575,,,
2017/11/23 0:58,0,-0.0000345,,,
2017/11/23 0:59,0,0.00000575,,,
2017/11/23 1:00,0,0.00000575,,,
2017/11/23 1:01,0.000114956,0.0000345,,,
2017/11/23 1:02,-0.000114943,-0.0000805,,,
2017/11/23 1:03,-0.000114956,-0.0000805,,,
2017/11/23 1:04,-0.000160957,-0.000149458,,,
2017/11/23 1:05,-0.000046,-0.0000575,,,
2017/11/23 1:06,-0.000046,-0.0000575,,,
2017/11/23 1:07,0.000229996,0.000206996,,,
2017/11/23 1:08,0.000046,0.0000517,,,
2017/11/23 1:09,0.000046,0.0000517,,,
2017/11/23 1:10,-0.000092,-0.000103466,,,
2017/11/23 1:11,0,0.0000115,,,
2017/11/23 1:12,0,0.0000115,,,
2017/11/23 1:13,-0.000023,-0.000069,,,
2017/11/23 1:14,-0.000023,0.000023,,,
2017/11/23 1:15,0.000023,0.000023,,,
2017/11/23 1:16,0.000069,0.000092,,,
2017/11/23 1:17,-0.000069,-0.0000862,,,
2017/11/23 1:18,-0.000069,-0.0000862,,,
2017/11/23 1:19,-0.000206968,-0.000172475,,,
2017/11/23 1:20,0,0.0000115,,,
2017/11/23 1:21,0,0.0000115,,,
2017/11/23 1:22,0.00018401,0.000092,,,
2017/11/23 1:23,-0.000114985,-0.0000805,,,
2017/11/23 1:24,-0.000114998,-0.0000805,,,
2017/11/23 1:25,-0.000023,-0.000023,,,
2017/11/23 1:26,-0.000184022,-0.000184018,,,
2017/11/23 1:27,-0.000184056,-0.000184052,,,
2017/11/23 1:28,-0.000805394,-0.000782365,,,
2017/11/23 1:29,-0.000172724,-0.000195744,,,
2017/11/23 1:30,-0.000172753,-0.000195783,,,
2017/11/23 19:30,0.001036699,0.001048218,,,
2017/11/23 19:31,0.000230139,0.00021863,,,
2017/11/23 19:32,0.000023,0.000023,,,
2017/11/23 19:33,0.000023,0.000023,,,
2017/11/23 19:34,-0.000138045,-0.000161053,,,
2017/11/23 19:35,-0.000126559,-0.000126562,,,
2017/11/23 19:36,-0.000126575,-0.000126578,,,
2017/11/23 19:37,-0.000138099,-0.000138102,,,
2017/11/23 19:38,-0.0000575,-0.0000576,,,
2017/11/23 19:39,-0.0000576,-0.0000576,,,
2017/11/23 19:40,-0.000207201,-0.000172672,,,
2017/11/23 19:41,-0.0000115,-0.00000576,,,
2017/11/23 19:42,-0.0000115,-0.00000576,,,
2017/11/23 19:43,0,-0.0000691,,,
2017/11/23 19:44,0,0.0000115,,,
2017/11/23 19:45,0,0.0000115,,,
2017/11/23 19:46,-0.000023,0,,,
2017/11/23 19:47,-0.000023,-0.0000115,,,
2017/11/23 19:48,-0.000023,-0.0000115,,,
2017/11/23 19:49,0.0000691,0.0000576,,,
2017/11/23 19:50,0.000103625,0.0000864,,,
2017/11/23 19:51,0.000103614,0.0000863,,,
2017/11/23 19:52,0.000046,0.000046,,,
2017/11/23 19:53,-0.0000576,-0.0000633,,,
2017/11/23 19:54,-0.0000576,-0.0000633,,,
2017/11/23 19:55,-0.000115122,-0.0000921,,,
2017/11/23 19:56,0.0000461,0.0000576,,,
2017/11/23 19:57,0.0000461,0.0000576,,,
2017/11/23 19:58,-0.000023,0,,,
2017/11/23 19:59,0.0000461,0.0000288,,,
2017/11/23 20:00,0.000046,0.0000288,,,
2017/11/23 20:01,0.000207211,0.000184188,,,
2017/11/23 20:02,-0.0000575,-0.000046,,,
2017/11/23 20:03,-0.0000575,-0.000046,,,
2017/11/23 20:04,-0.000046,-0.0000691,,,
2017/11/23 20:05,0.0000691,0.0000691,,,
2017/11/23 20:06,0.0000691,0.0000691,,,
2017/11/23 20:07,0.0000921,0.0000921,,,
2017/11/23 20:08,0.0000115,0.0000345,,,
2017/11/23 20:09,0.0000115,0.0000345,,,
2017/11/23 20:10,-0.000115083,-0.00011508,,,
2017/11/23 20:11,-0.0000575,-0.0000691,,,
2017/11/23 20:12,-0.0000576,-0.0000691,,,
2017/11/23 20:13,-0.000115109,-0.000115109,,,
2017/11/23 20:14,-0.000299318,-0.000299318,,,
2017/11/23 20:15,-0.000299408,-0.000299408,,,
2017/11/23 20:16,-0.000322536,-0.000276459,,,
2017/11/23 20:17,0.000126751,0.0000922,,,
2017/11/23 20:18,0.000126735,0.0000922,,,
2017/11/23 20:19,-0.000207359,-0.000184323,,,
2017/11/23 20:20,-0.000230447,-0.000218924,,,
2017/11/23 20:21,-0.0002305,-0.000218972,,,
2017/11/23 20:22,-0.000345829,-0.000391931,,,
2017/11/23 20:23,0.0000346,0.0000346,,,
2017/11/23 20:24,0.0000346,0.0000346,,,
2017/11/23 20:25,0.00013837,0.000115311,,,
2017/11/23 20:26,-0.0000461,-0.0000231,,,
2017/11/23 20:27,-0.0000461,-0.0000231,,,
2017/11/23 20:28,-0.000138364,-0.000138364,,,
2017/11/23 20:29,-0.000115319,-0.000103787,,,
2017/11/23 20:30,-0.000115332,-0.000103798,,,
2017/11/23 20:31,0.0000692,0.0000461,,,
2017/11/23 20:32,0.0000231,0.0000115,,,
2017/11/23 20:33,0.0000231,0.0000115,,,
2017/11/23 20:34,-0.000161465,-0.000115335,,,
2017/11/23 20:35,0.0000461,0.0000346,,,
2017/11/23 20:36,0.0000461,0.0000346,,,
2017/11/23 20:37,-0.0000923,-0.0000923,,,
2017/11/23 20:38,0,-0.0000115,,,
2017/11/23 20:39,0,-0.0000115,,,
2017/11/23 20:40,0.000184561,0.00017303,,,
2017/11/23 20:41,0.0000346,0.0000288,,,
2017/11/23 20:42,0.0000346,0.0000288,,,
2017/11/23 20:43,-0.000276772,-0.000230654,,,
2017/11/23 20:44,-0.0000461,-0.0000404,,,
2017/11/23 20:45,-0.0000461,-0.0000404,,,
2017/11/23 20:46,0.0000923,0.0000808,,,
2017/11/23 20:47,0.0000346,0.0000231,,,
2017/11/23 20:48,0.0000346,0.0000231,,,
2017/11/23 20:49,0.0000231,0.0000461,,,
2017/11/23 20:50,-0.0000115,-0.0000231,,,
2017/11/23 20:51,-0.0000115,-0.0000231,,,
2017/11/23 20:52,-0.0000461,-0.0000115,,,
2017/11/23 20:53,0.0000461,0.0000288,,,
2017/11/23 20:54,0.0000461,0.0000288,,,
2017/11/23 20:55,-0.000161476,-0.000138411,,,
2017/11/23 20:56,-0.0000923,-0.0000981,,,
2017/11/23 20:57,-0.0000923,-0.0000981,,,
2017/11/23 20:58,0.0000462,0.0000231,,,
2017/11/23 20:59,-0.0000346,-0.0000173,,,
2017/11/23 21:00,-0.0000346,-0.0000173,,,
2017/11/23 21:01,0.0000462,0.0000231,,,
2017/11/23 21:02,0,0,,,
2017/11/23 21:03,0,0,,,
2017/11/23 21:04,-0.000138453,-0.00011538,,,
2017/11/23 21:05,-0.0000231,-0.0000115,,,
2017/11/23 21:06,-0.0000231,-0.0000115,,,
2017/11/23 21:07,-2.1E-16,-0.0000231,,,
2017/11/23 21:08,0.0000231,0.0000173,,,
2017/11/23 21:09,0.0000231,0.0000173,,,
2017/11/23 21:10,0.0000231,0.0000692,,,
2017/11/23 21:11,0.0000923,0.0000635,,,
2017/11/23 21:12,0.0000923,0.0000635,,,
2017/11/23 21:13,0.000161517,0.000184596,,,
2017/11/23 21:14,0.0000231,0.0000288,,,
2017/11/23 21:15,0.0000231,0.0000288,,,
2017/11/23 21:16,-0.000138415,-0.000196085,,,
2017/11/23 21:17,-0.0000231,0.0000231,,,
2017/11/23 21:18,-0.0000231,0.0000231,,,
2017/11/23 21:19,0.00013844,0.000184578,,,
2017/11/23 21:20,0.000138421,-0.0000461,,,
2017/11/23 21:21,-0.000184536,-0.0000461,,,
2017/11/23 21:22,0.0000231,-0.0000346,,,
2017/11/23 21:23,-0.0000807,-0.0000865,,,
2017/11/23 21:24,-0.0000808,-0.0000865,,,
2017/11/23 21:25,-0.000161521,-0.00013845,,,
2017/11/23 21:26,-0.0000231,-2.1E-16,,,
2017/11/23 21:27,-0.0000231,0,,,
2017/11/23 21:28,0.000138475,0.000138469,,,
2017/11/23 21:29,0.0000692,0.0000577,,,
2017/11/23 21:30,0.0000692,0.0000577,,,
2017/11/23 21:31,-0.0000692,-0.0000808,,,
2017/11/23 21:32,0,0.00000577,,,
2017/11/23 21:33,2.1E-16,0.00000577,,,
2017/11/23 21:34,0.0000461,0.0000231,,,
2017/11/23 21:35,0.0000231,0.0000231,,,
2017/11/23 21:36,0.0000231,0.0000231,,,
2017/11/23 21:37,-0.0000692,-0.0000461,,,
2017/11/23 21:38,-0.0000115,-0.0000346,,,
2017/11/23 21:39,-0.0000115,-0.0000346,,,
2017/11/23 21:40,0.0000923,0.0000692,,,
2017/11/23 21:41,-0.0000115,0.0000115,,,
2017/11/23 21:42,-0.0000115,0.0000115,,,
2017/11/23 21:43,0,-0.0000231,,,
2017/11/23 21:44,0.0000115,0.0000173,,,
2017/11/23 21:45,0.0000115,0.0000173,,,
2017/11/23 21:46,0.0000923,0.000103827,,,
2017/11/23 21:47,0.0000923,0.0000807,,,
2017/11/23 21:48,0.0000923,0.0000807,,,
2017/11/23 21:49,0.000184527,0.000184532,,,
2017/11/23 21:50,0.0000807,0.0000692,,,
2017/11/23 21:51,0.0000807,0.0000692,,,
2017/11/23 21:52,0.0000692,0.0000807,,,
2017/11/23 21:53,0,0.0000288,,,
2017/11/23 21:54,-2.1E-16,0.0000288,,,
2017/11/23 21:55,0,0,,,
2017/11/23 21:56,0.0000461,0.0000461,,,
2017/11/23 21:57,0.0000461,0.0000461,,,
2017/11/23 21:58,0.00016138,0.000138322,,,
2017/11/23 21:59,-0.0000461,-0.0000519,,,
2017/11/23 22:00,-0.0000461,-0.0000519,,,
2017/11/23 22:01,0.0000461,0.0000692,,,
2017/11/23 22:02,0.0000346,0.0000288,,,
2017/11/23 22:03,0.0000346,0.0000288,,,
2017/11/23 22:04,0.0000922,0.0000922,,,
2017/11/23 22:05,-0.0000115,-0.00000576,,,
2017/11/23 22:06,-0.0000115,-0.00000576,,,
2017/11/23 22:07,-0.0000461,-0.0000576,,,
2017/11/23 22:08,-0.000023,-0.000023,,,
2017/11/23 22:09,-0.000023,-0.000023,,,
2017/11/23 22:10,-0.0000692,-0.0000461,,,
2017/11/23 22:11,0.0000115,0,,,
2017/11/23 22:12,0.0000115,0,,,
2017/11/23 22:13,0.0000692,0.0000692,,,
2017/11/23 22:14,0.0000461,0.0000346,,,
2017/11/23 22:15,0.0000461,0.0000346,,,
2017/11/23 22:16,0,0,,,
2017/11/23 22:17,-0.0000346,-0.0000346,,,
2017/11/23 22:18,-0.0000346,-0.0000346,,,
2017/11/23 22:19,-0.000023,-0.000023,,,
2017/11/23 22:20,-0.0000461,-0.0000231,,,
2017/11/23 22:21,-0.0000461,-0.0000231,,,
2017/11/23 22:22,-0.000138313,-0.000138309,,,
2017/11/23 22:23,-0.0000461,-0.0000692,,,
2017/11/23 22:24,-0.0000461,-0.0000692,,,
2017/11/23 22:25,0,0.0000461,,,
2017/11/23 22:26,-0.0000231,-0.0000115,,,
2017/11/23 22:27,-0.0000231,-0.0000115,,,
2017/11/23 22:28,0.0000231,-0.0000346,,,
2017/11/23 22:29,0.0000231,-0.00000576,,,
2017/11/23 22:30,0,-0.00000576,,,
2017/11/23 22:31,0,0.0000461,,,
2017/11/23 22:32,0.0000231,0.0000231,,,
2017/11/23 22:33,0.0000231,0.0000231,,,
2017/11/23 22:34,-0.000138338,-0.000138338,,,
2017/11/23 22:35,-0.0000461,-0.0000346,,,
2017/11/23 22:36,-0.0000461,-0.0000346,,,
2017/11/23 22:37,-0.00013837,-0.000161428,,,
2017/11/23 22:38,0,-0.0000231,,,
2017/11/23 22:39,0,-0.0000231,,,
2017/11/23 22:40,0.0000461,0.0000807,,,
2017/11/23 22:41,0.0000231,0.0000231,,,
2017/11/23 22:42,0.0000231,0.0000231,,,
2017/11/23 22:43,0.0000461,0.0000346,,,
2017/11/23 22:44,0.0000577,0.0000692,,,
2017/11/23 22:45,0.0000577,0.0000692,,,
2017/11/23 22:46,0.000253649,0.000253649,,,
2017/11/23 22:47,0.000138319,0.000115266,,,
2017/11/23 22:48,0.0001383,0.000115253,,,
2017/11/23 22:49,0,0.000023,,,
2017/11/23 22:50,0.0000807,0.000103713,,,
